Argument Component Identification Lauscher - BIO Scheme - Lauscher Corpora - Best Model AR1
Bootstraps B	50
Sample_size	108
delta observed	-0.004180905739144647
P-value	1.0
	bootstrap_f1_STS	bootstrap_f1_STILT	delta	teststatistic2delta	teststatisticsimple
0	0.051948051948051945	0.06993006993006994	0.01798201798201799	1	1
1	0.06862745098039215	0.09649122807017542	0.02786377708978327	1	1
2	0.05852417302798982	0.07436399217221135	0.01583981914422153	1	1
3	0.07055961070559612	0.08	0.009440389294403884	1	1
4	0.05714285714285715	0.08403361344537816	0.02689075630252101	1	1
5	0.06862745098039215	0.09492273730684327	0.026295286326451117	1	1
6	0.05543710021321962	0.08270676691729321	0.027269666704073596	1	1
7	0.06372045220966084	0.08663594470046083	0.022915492490799994	1	1
8	0.06467661691542288	0.10410958904109588	0.039432972125672996	1	1
9	0.06372045220966084	0.09956709956709957	0.03584664735743873	1	1
10	0.07246376811594203	0.09956709956709957	0.027103331451157536	1	1
11	0.06666666666666667	0.10410958904109588	0.03744292237442921	1	1
12	0.06047966631908238	0.08403361344537816	0.023553947126295778	1	1
13	0.056410256410256404	0.08505747126436781	0.02864721485411141	1	1
14	0.047619047619047616	0.0979020979020979	0.05028305028305029	1	1
15	0.05543710021321962	0.07861936720997123	0.023182266996751612	1	1
16	0.06047966631908238	0.07580174927113702	0.015322082952054637	1	1
17	0.048351648351648346	0.0729064039408867	0.02455475558923835	1	1
18	0.06211180124223603	0.08534322820037106	0.02323142695813503	1	1
19	0.06862745098039215	0.08333333333333333	0.01470588235294118	1	1
20	0.05370569280343717	0.08270676691729321	0.029001074113856044	1	1
21	0.05714285714285715	0.07580174927113702	0.01865889212827987	1	1
22	0.0668693009118541	0.08403361344537816	0.01716431253352406	1	1
23	0.04081632653061224	0.058823529411764705	0.018007202881152463	1	1
24	0.0668693009118541	0.08	0.013130699088145903	1	1
25	0.058823529411764705	0.08	0.021176470588235297	1	1
26	0.06211180124223603	0.08	0.01788819875776397	1	1
27	0.04986876640419947	0.07434052757793765	0.024471761173738178	1	1
28	0.048351648351648346	0.0668693009118541	0.018517652560205752	1	1
29	0.04651162790697675	0.0729064039408867	0.026394776033909946	1	1
30	0.05370569280343717	0.08	0.02629430719656283	1	1
31	0.06372045220966084	0.08534322820037106	0.02162277599071022	1	1
32	0.051948051948051945	0.08270676691729321	0.03075871496924127	1	1
33	0.051948051948051945	0.07861936720997123	0.026671315261919286	1	1
34	0.05543710021321962	0.0729064039408867	0.017469303727667078	1	1
35	0.07801418439716312	0.09956709956709957	0.021552915169936446	1	1
36	0.06841046277665995	0.08270676691729321	0.014296304140633265	1	1
37	0.051948051948051945	0.06047966631908238	0.008531614371030435	1	1
38	0.05370569280343717	0.07142857142857142	0.017722878625134254	1	1
39	0.08333333333333333	0.10548523206751054	0.02215189873417721	1	1
40	0.08	0.10410958904109588	0.024109589041095877	1	1
41	0.07619047619047618	0.09649122807017542	0.020300751879699236	1	1
42	0.06265664160401004	0.08505747126436781	0.02240082966035778	1	1
43	0.06047966631908238	0.0729064039408867	0.012426737621804317	1	1
44	0.05543710021321962	0.07861936720997123	0.023182266996751612	1	1
45	0.07246376811594203	0.09172259507829977	0.019258826962357742	1	1
46	0.051948051948051945	0.07861936720997123	0.026671315261919286	1	1
47	0.05016357688113413	0.07142857142857142	0.021264994547437292	1	1
48	0.051948051948051945	0.06993006993006994	0.01798201798201799	1	1
49	0.06530612244897958	0.08	0.014693877551020418	1	1
