Argument Component Identification Stab - BIO Scheme - Stab Corpora - Best Model ACI Lauscher
Bootstraps B	50
Sample_size	104
delta observed	0.021125299977941103
P-value	0.54
	bootstrap_f1_STS	bootstrap_f1_STILT	delta	teststatistic2delta	teststatisticsimple
0	0.5695731804427457	0.6075878758049301	0.03801469536218438	0	1
1	0.7384813384813386	0.7536445536445537	0.015163215163215171	0	1
2	0.5682804616766881	0.6413900667140039	0.07310960503731578	1	1
3	0.6109600983250443	0.6590326319856686	0.04807253366062436	1	1
4	0.6029140592892425	0.6344537815126051	0.031539722223362654	0	1
5	0.7151219512195122	0.7215390635189773	0.0064171122994651775	0	1
6	0.7633224357933949	0.778042530234231	0.014720094440836107	0	1
7	0.592797432452605	0.6494071146245061	0.0566096821719011	1	1
8	0.7662021780748831	0.7729537639354316	0.00675158586054847	0	1
9	0.48390863522442473	0.5908152734778122	0.10690663825338742	1	1
10	0.5517815517815517	0.6254779176680705	0.07369636588651873	1	1
11	0.7294462629569013	0.7464315181518152	0.016985255194913895	0	1
12	0.7124843203274575	0.7428005837559786	0.030316263428521117	0	1
13	0.5051353874883286	0.5904037627512064	0.08526837526287778	1	1
14	0.4962962962962963	0.5878982128982129	0.09160191660191658	1	1
15	0.7571806500377929	0.7777230586432781	0.020542408605485174	0	1
16	0.6034070347323359	0.6601214877076946	0.05671445297535871	1	1
17	0.703168666562776	0.7158357114878855	0.012667044925109505	0	1
18	0.577931898712298	0.6705164974291399	0.09258459871684188	1	1
19	0.78710704091047	0.7922829293892519	0.00517588847878192	0	1
20	0.5143910143910144	0.6056998556998557	0.09130884130884132	1	1
21	0.4941758241758242	0.5895992636646842	0.09542343948886	1	1
22	0.506858092074039	0.5996677740863787	0.09280968201233974	1	1
23	0.7277934223334723	0.7422574157868276	0.01446399345335525	0	1
24	0.5328334800792428	0.6369285714285714	0.1040950913493286	1	1
25	0.5311111111111111	0.596031746031746	0.06492063492063493	1	1
26	0.5148564713782104	0.6070951760523734	0.09223870467416295	1	1
27	0.6085755514326944	0.6736032516763414	0.06502770024364701	1	1
28	0.6046632538793792	0.6735855596437903	0.06892230576441105	1	1
29	0.5090274706373777	0.597639055622249	0.0886115849848712	1	1
30	0.5681439356799686	0.6530901722391084	0.0849462365591398	1	1
31	0.5600468774829175	0.6464285714285715	0.08638169394565398	1	1
32	0.6784897025171625	0.7032894736842106	0.024799771167048124	0	1
33	0.47932248689665063	0.5894140112185225	0.11009152432187191	1	1
34	0.6325445444043828	0.6635291314190397	0.030984587014656895	0	1
35	0.7563341858482523	0.7659054907247285	0.009571304876476172	0	1
36	0.7275459514571356	0.7354606278950078	0.007914676437872137	0	1
37	0.7389351531731954	0.7481490872210953	0.009213934047899941	0	1
38	0.6062935639372028	0.6415872487501	0.035293684812897186	0	1
39	0.5921780396007199	0.6457417170288456	0.05356367742812573	1	1
40	0.514004937523182	0.6032071743426052	0.08920223681942319	1	1
41	0.7556781045751634	0.7676208311039772	0.011942726528813785	0	1
42	0.5789616651828361	0.6642636323487388	0.08530196716590266	1	1
43	0.5611721611721612	0.598830409356725	0.03765824818456387	0	1
44	0.7636574074074073	0.7705314009661836	0.00687399355877627	0	1
45	0.5117662309933048	0.6060670645069622	0.09430083351365748	1	1
46	0.503157894736842	0.590390036053753	0.08723214131691093	1	1
47	0.6975064173083976	0.7158323158323158	0.018325898523918194	0	1
48	0.6769005188360027	0.6920673076923077	0.015166788856305069	0	1
49	0.6142857142857141	0.6637573650149715	0.04947165072925741	1	1
