Argument Recognition AR(1) - Intra_Training GM - Best Model ACIS
Bootstraps B	50
Sample_size	112
delta observed	0.03802364024916949
P-value	0.56
	bootstrap_f1_STS	bootstrap_f1_STILT	delta	teststatistic2delta	teststatisticsimple
0	0.2553315804849547	0.21293859649122804	-0.04239298399372665	0	0
1	0.2524550898203593	0.4260249554367202	0.1735698656163609	1	1
2	0.20351676978183003	0.2927720316941874	0.08925526191235739	1	1
3	0.24909574468085105	0.30369118061425754	0.05459543593340649	0	1
4	0.25041276829939463	0.31708724202626637	0.06667447372687174	0	1
5	0.24943525085369056	0.1980050718512257	-0.051430179002464854	0	0
6	0.27068763811256985	0.3679927667269439	0.09730512861437407	1	1
7	0.24347826086956523	0.3955818540433925	0.1521035931738273	1	1
8	0.22171589310829817	0.2863003663003663	0.06458447319206814	0	1
9	0.22585858585858584	0.2447110088966895	0.018852423038103666	0	1
10	0.24595001505570613	0.33565674831497616	0.08970673325927003	1	1
11	0.20854700854700853	0.29236926595417156	0.08382225740716304	1	1
12	0.21342232109751577	0.26375478927203067	0.050332468174514894	0	1
13	0.2726481620405101	0.31556443556443553	0.04291627352392541	0	1
14	0.23012891344383055	0.35983656174334144	0.1297076482995109	1	1
15	0.21878048780487802	0.27120864082889395	0.05242815302401593	0	1
16	0.22441971383147857	0.31174603174603177	0.0873263179145532	1	1
17	0.23878397052049743	0.35226902696782214	0.1134850564473247	1	1
18	0.24694280078895461	0.4111111111111111	0.16416831032215648	1	1
19	0.25018065034122844	0.3282926829268293	0.07811203258560084	1	1
20	0.28876404494382024	0.35810004203446827	0.06933599709064803	0	1
21	0.2534465534465535	0.2927910238429173	0.039344470396363795	0	1
22	0.23462548262548263	0.34285714285714286	0.10823166023166023	1	1
23	0.23879976232917408	0.28895592640136925	0.05015616407219517	0	1
24	0.22942302433688813	0.35232323232323226	0.12290020798634413	1	1
25	0.2282413350449294	0.39843925053119567	0.17019791548626625	1	1
26	0.2242073918374497	0.26685243236967376	0.042645040532224066	0	1
27	0.24343629343629342	0.4064960747887577	0.1630597813524643	1	1
28	0.2297752808988764	0.2265168539325843	-0.003258426966292083	0	0
29	0.23011695906432744	0.29306526806526806	0.06294830900094062	0	1
30	0.25254901960784315	0.3566792182176797	0.10413019860983658	1	1
31	0.22204545454545452	0.30857142857142855	0.08652597402597403	1	1
32	0.2206060606060606	0.313980463980464	0.09337440337440336	1	1
33	0.23991507430997877	0.3677987421383648	0.127883667828386	1	1
34	0.2106666666666667	0.27574226890055853	0.06507560223389183	0	1
35	0.2272988505747126	0.3397740580824511	0.11247520750773848	1	1
36	0.2590909090909091	0.33658174097664545	0.07749083188573636	1	1
37	0.24540633863608335	0.2671576650300055	0.021751326393922132	0	1
38	0.2360851063829787	0.29454545454545455	0.05846034816247586	0	1
39	0.20116065109695686	0.32045855379188715	0.11929790269493029	1	1
40	0.25685214626391095	0.26776556776556776	0.010913421501656806	0	1
41	0.24591265397536394	0.3329029733959311	0.08699031942056717	1	1
42	0.2554760594386351	0.24666666666666665	-0.00880939277196846	0	0
43	0.22593230063109582	0.24732100521574205	0.02138870458464623	0	1
44	0.2171851851851852	0.3113843603205305	0.09419917513534531	1	1
45	0.2372610048910627	0.3567715043577112	0.11951049946664852	1	1
46	0.20747015787447057	0.19639065817409768	-0.011079499700372891	0	0
47	0.22410663641520134	0.3404887522252792	0.11638211581007785	1	1
48	0.22287454998615344	0.3450106157112526	0.12213606572509914	1	1
49	0.20841959972394758	0.33943254198031264	0.13101294225636506	1	1
